Division,season,n,skew_exante,p_fav_dv
SC3,2013,186,0.21657069957781963,0.5087807042169391
SC3,2014,180,0.2061367362473629,0.48446950169414343
SC3,2015,180,0.1905403462896974,0.4847098381291511
SC3,2016,180,0.17441257129341065,0.49927293461725786
SC3,2017,175,0.20123797368772536,0.48052878696953827
SC3,2018,184,0.15532200699196336,0.5218814569827704
SC3,2019,181,0.12392924076916559,0.5421316696092278
SC3,2021,155,0.21009989507981638,0.5033736193620415
SC3,2022,180,0.2932662923786771,0.45867660582824027
SC3,2023,176,0.2404397174779215,0.4661308081425833
SC3,2024,172,0.2729272662610244,0.4668822332027914
SP1,2005,301,0.21146671572031092,0.5012065176856326
SP1,2006,210,0.23294134589946472,0.49699061475909834
SP1,2007,170,0.22406743159470516,0.5093711251887866
SP1,2008,370,0.2035755839221759,0.5051384157259861
SP1,2009,370,0.20740304790274447,0.5129585843761572
SP1,2010,390,0.14839529543056149,0.5428707837476447
SP1,2011,380,0.16209573233447047,0.5459984698263639
SP1,2012,390,0.15084695673283685,0.5514295411330651
SP1,2013,380,0.15583662326297895,0.547881794806093
SP1,2014,369,0.1417551226530214,0.5677366123263311
SP1,2015,390,0.18468716216879047,0.5595544047372837
SP1,2016,370,0.16346012374636715,0.5614787291516458
SP1,2017,390,0.16047881332598615,0.5611368282747494
SP1,2018,380,0.16561543841297285,0.5502540454065211
SP1,2019,391,0.21317809519854053,0.5185646254347013
SP1,2020,355,0.2690818815552546,0.5090544482673963
SP1,2021,407,0.2119823336666892,0.5175922623892302
SP1,2022,348,0.22675427046004973,0.5138184645475374
SP1,2023,410,0.236861265569146,0.5109962643139198
SP1,2024,381,0.21406018218721282,0.5155895209985117
SP1,2025,199,0.20317672338060358,0.5366450492059862
SP2,2005,459,0.334204230981609,0.4474153689598388
SP2,2006,264,0.3446532451524312,0.4484224603196137
SP2,2007,198,0.28046130508159534,0.45357735236420194
SP2,2008,434,0.2970758267040354,0.45246577077160005
SP2,2009,463,0.2860607574760662,0.4650307718407803
SP2,2010,461,0.30027661584402043,0.4619953140264692
SP2,2011,473,0.2744930244372725,0.47225456538254207
SP2,2012,470,0.23345670739855096,0.4894063619521045
SP2,2013,462,0.23689412985542024,0.475722085807587
SP2,2014,451,0.2561289532190614,0.4611018104320698
SP2,2015,462,0.2566549933517732,0.466833899885403
SP2,2016,472,0.2638550540165433,0.4640496266784167
SP2,2017,472,0.2694479454558247,0.46466525385910284
SP2,2018,452,0.2630817918128689,0.47950114691071105
SP2,2019,462,0.3070251544965179,0.46372159881206093
SP2,2020,441,0.39330482401360467,0.43572931018799593
SP2,2021,486,0.361123812994303,0.4468250420461576
SP2,2022,460,0.3170720063985556,0.4576502204926794
SP2,2023,462,0.31922933546737714,0.45698580669731714
SP2,2024,460,0.2932210694624199,0.4596203063453722
SP2,2025,233,0.27834004503666276,0.4797248481645213
SUI,2013,179,0.22832141058051006,0.4882781820916627
SUI,2014,181,0.2249541488596639,0.49273779813729385
SUI,2015,180,0.2226292959794056,0.49113372611967115
SUI,2016,180,0.15600223915182496,0.5201645730231294
SUI,2017,185,0.14504438685351068,0.5192149212452358
SUI,2018,175,0.17897736669007708,0.5109663478436693
SUI,2019,182,0.18329711691922806,0.5133590623036342
SUI,2020,158,0.19596353437259972,0.5083385543722847
SUI,2021,205,0.19505263257306163,0.5001265596849843
SUI,2022,171,0.1774724756512117,0.4956123257928808
SUI,2023,210,0.1703417501257762,0.5033838944777563
SUI,2024,176,0.21075423771117743,0.49442705331338954
SWE,2012,242,0.18487544303035033,0.5117621284022584
SWE,2013,242,0.1627644298237748,0.5177343734280823
SWE,2014,242,0.18413037112056288,0.51984959195487
SWE,2015,242,0.15159566807694452,0.5302863448798768
SWE,2016,242,0.17504190181833512,0.5222536298914141
SWE,2017,242,0.17820701626404778,0.5207060666798652
SWE,2018,242,0.12334459441407702,0.5386458950639966
SWE,2019,242,0.1828550985558285,0.5256319647793614
SWE,2020,242,0.1903881120111609,0.5126762245453902
SWE,2021,242,0.19894289972030396,0.5165193686937999
SWE,2022,242,0.1334374465128473,0.5346986564111993
SWE,2023,240,0.17890304325308862,0.5207714705905112
SWE,2024,208,0.19962496770975546,0.5032518518354459
T1,2005,303,0.10535825907514894,0.5428790827436188
T1,2006,304,0.16865061882577465,0.5156272344422397
T1,2007,288,0.17330163353048045,0.5138016153705094
T1,2008,294,0.18310011385807795,0.5184082809724608
T1,2009,162,0.1320128237229168,0.5345274087338707
T1,2010,153,0.24721676725815672,0.5031296100403853
T1,2011,306,0.22113254691866255,0.5032037555644971
T1,2012,301,0.20706565163756055,0.5094838703485676
T1,2013,306,0.21947715333068737,0.49376395080092306
T1,2014,289,0.20688846367583938,0.49950151357498396
T1,2015,323,0.22863395144356982,0.5020788784527928
T1,2016,297,0.19997429576335451,0.507288279222816
T1,2017,315,0.16945358016112472,0.5193418799186926
T1,2018,303,0.1620049491006794,0.5303476735474778
T1,2019,306,0.17412384349108143,0.513357591214839
T1,2020,303,0.21255643928639728,0.4944112201817726
T1,2021,460,0.25586516153360833,0.4846709054526971
T1,2022,333,0.2176476624090787,0.4914414125225164
T1,2023,340,0.17821272914773809,0.5132306311509482
T1,2024,336,0.17675255044401353,0.5227270954644998
T1,2025,188,0.15468538237308327,0.542780195323925
USA,2012,338,0.23694599731484334,0.48304523694900825
USA,2013,338,0.20169210187507866,0.4885848832528114
USA,2014,338,0.18341944796389797,0.49267060404500335
USA,2015,357,0.19499017937124066,0.4843779363874231
USA,2016,357,0.13576024659379696,0.5013237784328324
USA,2017,391,0.12737698826256258,0.5184605532313701
USA,2018,408,0.09202588857477191,0.5367491066899743
USA,2019,421,0.08789029779765242,0.5295817754610049
USA,2020,324,0.20176524037577215,0.4965212256230984
USA,2021,472,0.165437506871626,0.5008780154727159
USA,2022,489,0.17094000005667984,0.4993847900316493
USA,2023,521,0.16363941355846617,0.49493262554497375
USA,2024,479,0.14932686870467968,0.5049681096682535
